gene,outcome,gsmr_beta,gsmr_se,gsmr_pval,gsmr_nsnp,heidi_out,Q_MR_Egger,Q_Inverse_variance_weighted,Q_df_MR_Egger,Q_df_Inverse_variance_weighted,Q_pval_MR_Egger,Q_pval_Inverse_variance_weighted,nsnp,b_MR_Egger,b_Weighted_median,b_Inverse_variance_weighted,b_Simple_mode,se_MR_Egger,se_Weighted_median,se_Inverse_variance_weighted,se_Simple_mode,pval_MR_Egger,pval_Weighted_median,pval_Inverse_variance_weighted,pval_Simple_mode,r2_exposure,r2_oucome,correct_dir,steiger_pval,H3,H4,causal_snp,pleiotropy_egger_intercept,pleiotropy_se,pleiotropy_pval,mrpresso_pval,adjp_MR_Egger,adjp_Weighted_median,adjp_Inverse_variance_weighted,adjp_Simple_mode,is_candidate
PARP10,T2D_GSMR,0.0582531,0.0144788,5.73766e-5,8,7.64295047257384e-4,84.85654,86.61043,9,10,0,0,11,0.0218164,0.0567677,0.052583,0.0400581,0.0805419,0.0165496,0.0358411,0.0467645,0.7926006,6.032e-4,0.1423452,0.4117278,0.0482002,1.532e-4,TRUE,0,0.999999980329449,7.1582790843945e-9,rs11544989,0.0050834,0.0117863,0.6763959,<0.001,0.8897271485627837,0.001538056357388316,0.15850400270067516,0.5134487858823529,FALSE
PARK7,T2D_GSMR,-0.0285797,0.0104206,0.00609523,15,0.03397758877575044,12.30334,12.30556,11,12,0.3412794,0.4214624,13,-0.0202737,-0.0227848,-0.0196365,-0.0177532,0.0175582,0.0137607,0.0097467,0.0261145,0.2726984,0.0977653,0.0439385,0.5095189,0.0720739,2.18e-5,TRUE,0,0.0128333466930853,0.0301577483325639,rs3766606,1.208e-4,0.0027112,0.9652728,0.345,0.5215005484536083,0.11151706779400461,0.05535206621392189,0.6001000377777778,FALSE
PARP12,T2D_GSMR,-0.0567287,0.0212588,0.00761955,5,0.04072503275959368,4.16117,5.36343,3,4,0.2445783,0.2519975,5,-0.0170277,-0.0237184,-0.0537512,-0.0213371,0.046463,0.0256553,0.0241417,0.0390753,0.7383287,0.3552246,0.0259818,0.6140577,0.0354658,1.6e-5,TRUE,0,0.046250043105256,0.0046027536923479,rs11972958,-0.0054089,0.0058097,0.4205264,0.314,0.8493641789147286,0.3676103949790795,0.03570091777777778,0.6898271209689629,FALSE
PARP1,T2D_GSMR,-0.0331057,0.00933311,3.89466e-4,25,0.003895071262935586,21.01588,23.10527,21,22,0.4579745,0.3958059,23,-0.0390737,-0.0339295,-0.0246149,-0.0084853,0.0124589,0.0099667,0.0076037,0.0223361,0.0049885,6.633e-4,0.0012069,0.7076689,0.1103587,4.8e-5,TRUE,0,0.0173128845018516,0.0122352300428518,rs3219023,0.0030555,0.0021147,0.1632364,0.421,0.10281852777777778,0.0016712006791171476,0.00294168275862069,0.7727598584253128,FALSE
PARP8,T2D_GSMR,0.0487396,0.0164614,0.00306806,8,0.020053551594202898,42.24596,52.49127,6,7,2e-7,0,8,-0.0309091,0.0485297,0.0213977,0.0575326,0.053106,0.0197588,0.0316395,0.0285003,0.581742,0.0140452,0.4988508,0.0832939,0.0567323,7.65e-5,TRUE,0,0.999998811406552,1.02143867573862e-8,rs12654399,0.0120221,0.0099663,0.2731136,<0.001,0.7426877135042734,0.020080035452793833,0.5126693817174515,0.20351034144736843,FALSE
PCBD1,T2D_GSMR,-0.0633765,0.0172145,2.31793e-4,11,0.002532077858131488,10.58994,12.01783,9,10,0.304866,0.2838651,11,-0.0054039,-0.033667,-0.0415847,-0.0832379,0.0367268,0.0210281,0.0166099,0.0381923,0.8862674,0.1093656,0.0122937,0.0542968,0.0306986,3.24e-5,TRUE,0,0.999853115411555,5.97382202758748e-8,rs2630336,-0.0042935,0.0038975,0.2992257,0.299,0.9380676643416371,0.12258198670694864,0.019183859936908517,0.17395224602150539,FALSE
PCK2,T2D_GSMR,0.0487345,0.00811779,1.93203e-9,21,8.242457716216215e-8,41.72679,42.0238,22,23,0.0067445,0.0090207,24,0.0374839,0.0389341,0.0425467,0.0320907,0.0157316,0.0090457,0.0089846,0.0182152,0.0262522,1.68e-5,2.2e-6,0.0914001,0.1433461,1.172e-4,TRUE,0,0.039741108023749,0.955290644414668,rs8017358,0.0012416,0.0031376,0.6961241,0.015,0.18216065488372093,7.624220183486237e-5,1.7274074074074075e-5,0.20891561102603368,FALSE
PCM1,T2D_GSMR,-0.0460683,0.00780446,3.57346e-9,29,1.4340779516949154e-7,50.79304,50.79308,26,27,0.0025252,0.0036809,28,-0.0358825,-0.0308838,-0.0358294,-0.0399708,0.0154115,0.0136731,0.0097564,0.027919,0.0279429,0.0239,2.403e-4,0.1637135,0.1796973,1.034e-4,TRUE,0,0.282156927755949,0.717822715952111,rs448882,1.09e-5,0.0024217,0.9964425,0.003,0.18763467692307692,0.03192403240324032,8.086285714285715e-4,0.2789103119266055,FALSE
PCMTD2,T2D_GSMR,0.0288277,0.00761978,1.54783e-4,6,0.0018187962692307693,45.87473,50.36094,6,7,0,0,8,0.0174811,0.0286669,0.0399981,0.02076,0.0344888,0.008696,0.0174978,0.0186453,0.6303341,9.788e-4,0.0222607,0.302296,0.150098,1.176e-4,TRUE,0,0.999952122527674,3.5794222207889e-7,rs73147887,0.0096218,0.012561,0.4727251,<0.001,0.7667342659016393,0.0022946906793048973,0.031464898666666664,0.41006148446069474,FALSE
PCP2,T2D_GSMR,-0.0229368,0.00829054,0.00566396,9,0.032071591255230125,34.84406,35.86636,7,8,1.2e-5,1.86e-5,9,-0.0022602,-0.0194829,-0.0136934,-0.0102477,0.030157,0.0085723,0.0156792,0.0145241,0.9423535,0.0230394,0.3824717,0.5004824,0.1101851,5.24e-5,TRUE,0,0.182042372626258,0.00421136621014401,rs1862515,-0.0032385,0.0071461,0.6641314,0.015,0.9711349551700209,0.0309416014479638,0.3983073703859649,0.592750105027933,FALSE
PCYOX1L,T2D_GSMR,-0.0214267,0.00583233,2.38985e-4,33,0.002590589409610984,55.8037,58.86307,33,34,0.0078337,0.0051248,35,-0.0292485,-0.0240452,-0.0177446,-0.0186986,0.0110716,0.0086684,0.0071139,0.0142172,0.0125093,0.0055391,0.0126186,0.1972402,0.227749,9.63e-5,TRUE,0,0.00313484229863678,9.5867223818417e-4,rs2438490,0.0028853,0.0021451,0.1877779,0.006,0.14617166299212597,0.009202127964205817,0.019649530325288565,0.3052184116788321,FALSE
PCSK7,T2D_GSMR,0.0439527,0.0101488,1.4854e-5,22,2.481168148148148e-4,53.56881,53.76296,22,23,1.891e-4,2.885e-4,24,0.0466835,0.0427183,0.0402734,0.0305827,0.0259856,0.0132082,0.0123898,0.0254329,0.0861583,0.0012197,0.0011519,0.2414099,0.1109026,1.093e-4,TRUE,0,0.999924120917129,7.47747165607658e-6,rs236915,-0.0013048,0.0046211,0.7803011,0.001,0.2994354032786885,0.0027096329341317364,0.0028593056856187292,0.35068618904109594,FALSE
PDE4D,T2D_GSMR,0.0398572,0.015155,0.00853914,8,0.04448525574257426,6.207006,8.934306,4,5,0.1842131,0.1117133,6,0.0864114,0.0415294,0.0397001,0.0344266,0.0395199,0.0163547,0.0192068,0.0310136,0.094056,0.0111077,0.0387357,0.3174902,0.03401,2.2e-5,TRUE,0,0.0682264529425936,0.00798728230012799,rs9291685,-0.0072978,0.0055047,0.255572,0.264,0.3037954021691974,0.016385513717693836,0.04982150641247834,0.42332026666666667,FALSE
PDCD4,T2D_GSMR,-0.0671297,0.0152806,1.11734e-5,10,1.9417114018348625e-4,40.32908,41.96262,11,12,3.14e-5,3.38e-5,13,-0.1000593,-0.0648264,-0.0713843,-0.0047857,0.0485382,0.0244386,0.0220661,0.0443884,0.0637053,0.0079868,0.0012164,0.9159239,0.0498546,1.043e-4,TRUE,0,0.0788474215081324,0.921149505893855,rs11195360,0.0042738,0.0064027,0.5182101,<0.001,0.26333890027855156,0.012555520338983052,0.002944759543230017,0.9349250996563573,FALSE
PDE6H,T2D_GSMR,0.0331585,0.0123401,0.00720865,9,0.038858591235059754,4.645966,5.974754,8,9,0.7946583,0.7424424,10,0.0164606,0.0351754,0.0302688,0.0451775,0.0159517,0.0143278,0.0105342,0.0224953,0.3323018,0.0140868,0.0040609,0.0755338,0.0769996,1.99e-5,TRUE,0,9.9737168785959e-4,0.00344524720450983,rs61041959,0.0041609,0.0036096,0.2822992,0.759,0.5741126095459836,0.020114621153846154,0.007786014987080103,0.19879089879101897,FALSE
PDHB,T2D_GSMR,0.0532562,0.0121659,1.20053e-5,13,2.0635607313974593e-4,49.56187,52.42464,11,12,8e-7,5e-7,13,0.0440796,0.0255119,0.0208044,0.0203336,0.0349269,0.0209721,0.0188709,0.0342686,0.2330327,0.223805,0.2702619,0.5639569,0.0893405,7.74e-5,TRUE,0,0.969189480691634,0.0154392797335873,rs6787467,-0.0048363,0.0060673,0.4422553,0.002,0.4810630581363004,0.23808359856630826,0.2854581207117438,0.6497764282608696,FALSE
PDGFC,T2D_GSMR,0.140016,0.0176107,1.85559e-15,12,2.5844548367647055e-13,25.23787,34.99724,11,12,0.0084129,4.688e-4,13,0.2220448,0.0973787,0.1272197,0.0551601,0.0506258,0.029389,0.0238922,0.0380758,0.0010882,9.216e-4,1e-7,0.1730456,0.0445495,1.573e-4,TRUE,0,0.0219500893725831,0.97804991062743,rs4691378,-0.0119268,0.0057829,0.0635973,0.007,0.05568582068965518,0.002191753846153846,1.1415384615384615e-6,0.28628725797101445,FALSE
PDHX,T2D_GSMR,-0.0657074,0.0213267,0.00206306,5,0.014636135775280898,1.763208,2.280233,3,4,0.6229738,0.6843703,5,-0.1108309,-0.0756933,-0.0653097,-0.0688497,0.0664189,0.0244169,0.0200896,0.0321641,0.193776,0.001935,0.0011503,0.0990238,0.0169064,1.7e-5,TRUE,0,0.999975864507036,7.35755181467787e-7,rs3852515,0.0063237,0.0087946,0.5240617,0.667,0.4311298110944528,0.0039420658436214,0.0028593056856187292,0.21738360828402364,FALSE
PDIA6,T2D_GSMR,-0.0381474,0.0103043,2.13836e-4,11,0.002371476295081967,8.367066,8.378545,9,10,0.4976194,0.5919132,11,-0.0435491,-0.0387855,-0.0421483,-0.0428667,0.0154896,0.0101708,0.0083062,0.0173231,0.0203269,1.371e-4,4e-7,0.0328487,0.0974646,4.55e-5,TRUE,0,0.00644510494981923,0.0985759551297126,rs1734338,3.066e-4,0.0028614,0.9170273,0.683,0.1649207913043478,4.521253333333333e-4,3.905263157894737e-6,0.14717257108433734,FALSE
PDK4,T2D_GSMR,0.0400446,0.015222,0.00852072,9,0.04443818233480176,4.8036,5.519265,7,8,0.6839165,0.7009047,9,0.0239568,0.0396045,0.0413736,0.0491342,0.0245789,0.0169252,0.0134262,0.0242174,0.3621848,0.0192854,0.0020592,0.0769909,0.0534328,2.02e-5,TRUE,0,0.00146890644004339,6.8766892588691e-4,rs12704801,0.0030794,0.0036401,0.4255401,0.741,0.5961287228381376,0.026475054209065683,0.004466948321167884,0.19879089879101897,FALSE
PDPK2,T2D_GSMR,-0.0252025,0.0084834,0.00297022,5,0.01956255467315716,0.3608359,7.4523139,2,3,0.8349212,0.0587965,4,0.0309189,-0.0355743,-0.0327207,-0.0375474,0.0258883,0.0139379,0.0156897,0.0258645,0.3547892,0.0107,0.0370253,0.2425031,0.0613816,2.41e-5,TRUE,0,0.00222422422382416,0.0018661939786855,rs36087603,-0.0229723,0.0086265,0.1168161,0.167,0.5919810156249999,0.015894694694694695,0.0480736801399825,0.3517835781036168,FALSE
PDSS2,T2D_GSMR,0.051395,0.0158121,0.00115263,8,0.009346368775684932,24.31386,33.54515,7,8,0.0010033,4.91e-5,9,0.0094008,0.0485005,0.0744808,0.0658983,0.0464706,0.0150893,0.026137,0.0271369,0.8454389,0.0013079,0.004377,0.0413074,0.0411865,8.91e-5,TRUE,0,0.999998933392761,2.03717538719865e-8,rs6568470,0.0097309,0.0059689,0.1470714,0.032,0.9151168204081633,0.0028839875185735515,0.008232532319391634,0.15963588958333336,FALSE
PDZK1IP1,T2D_GSMR,-0.0159054,0.00495549,0.00132893,36,0.010434642889072848,42.87926,42.89322,30,31,0.0600469,0.0757959,32,-0.0137069,-0.0164349,-0.0131524,-0.0217641,0.0076507,0.0057419,0.0051164,0.0117092,0.0832919,0.0042059,0.0101513,0.072584,0.2655484,7.03e-5,TRUE,0,0.999783088634603,1.04143324784288e-5,rs2248907,2.358e-4,0.0023866,0.921948,0.104,0.29429804666666665,0.007274540326340327,0.016428058015267175,0.19590176072727275,FALSE
PDXDC2P,T2D_GSMR,-0.0286336,0.00983346,0.00359297,13,0.02259563005976096,74.10679,115.9306,13,14,0,0,15,0.0280015,-0.0407501,-0.0419986,-0.0384431,0.0321449,0.0112435,0.0230399,0.0159033,0.3995004,2.897e-4,0.0683247,0.0298623,0.1090529,1.902e-4,TRUE,0,1,2.72547739517907e-18,rs2270843,-0.018416,0.0067989,0.017896,<0.001,0.6267054101265822,8.380405458089669e-4,0.08230020681818183,0.14517415500000003,FALSE
PEAK1,T2D_GSMR,0.231295,0.020637,3.73288e-29,5,3.21400968e-26,62.37553,70.78545,6,7,0,0,8,0.1145265,0.2034056,0.2176911,0.1829247,0.1241239,0.0259457,0.0467875,0.0375232,0.3917674,0,3.3e-6,0.0018039,0.030695,3.851e-4,TRUE,0,1,4.52683014751239e-17,rs7119,0.0169004,0.0187903,0.4030784,<0.001,0.623132713397642,0,2.388878048780488e-5,0.049681022222222225,FALSE
PELI3,T2D_GSMR,0.0480656,0.0150785,0.0014341,10,0.011078597960848287,12.66511,14.34113,6,7,0.0486732,0.0454362,8,0.0230408,0.0522097,0.0521663,0.0285218,0.0373713,0.0147389,0.0178488,0.0352787,0.5601897,3.966e-4,0.0034705,0.4454226,0.0438032,4.28e-5,TRUE,0,0.983850181565613,0.00111115407725032,rs57634456,0.0049864,0.0055959,0.4072028,0.12,0.7295113589473685,0.0010858937269372694,0.006839604249667995,0.544486934431631,FALSE
PELI2,T2D_GSMR,0.0513027,0.0165165,0.00189542,7,0.013745423292496173,10.37096,10.62212,5,6,0.0653812,0.1007813,7,0.0685453,0.07144,0.0534603,0.0581408,0.0481293,0.0177936,0.0193159,0.0253374,0.2136932,5.95e-5,0.0056456,0.061549,0.0331342,3.26e-5,TRUE,0,0.00385714412813531,0.0900074529161587,rs241519,-0.0021177,0.0060858,0.7420298,0.177,0.45893729364161856,2.264051282051282e-4,0.010179915431348724,0.1815879045725646,FALSE
PELO,T2D_GSMR,-0.0295318,0.00582245,3.93523e-7,24,9.886091068965518e-6,72.05662,72.06683,26,27,3.3e-6,5.7e-6,28,-0.031278,-0.0336911,-0.0305413,0.0180708,0.0154376,0.0096199,0.0093657,0.0189729,0.0531294,4.614e-4,0.0011103,0.3493176,0.2202608,1.435e-4,TRUE,0,0.999999261687935,1.30422973264766e-7,rs1499279,2.025e-4,0.003335,0.9520492,<0.001,0.253984929903537,0.00123426018018018,0.002776129292929293,0.45432718527607363,FALSE
PEX14,T2D_GSMR,-0.0455847,0.0168318,0.00676378,9,0.03709308649681528,30.81385,31.52446,10,11,6.297e-4,9.088e-4,12,-0.0079972,-0.0413696,-0.0280362,-0.0610783,0.0474847,0.0168526,0.021854,0.0342871,0.8696133,0.0140965,0.199532,0.1024464,0.0398118,4.97e-5,TRUE,0,0.00576447820371691,0.00437061986336473,rs17035189,-0.0033667,0.0070106,0.6414008,0.008,0.9297594648414987,0.020114621153846154,0.2161762297810219,0.22097450232558138,FALSE
PEX19,T2D_GSMR,-0.0464604,0.0176973,0.00865794,6,0.044881964827586204,0.5970799,0.9125347,3,4,0.8971005,0.9227557,5,-0.0364751,-0.033736,-0.0269011,-0.0295203,0.0252062,0.0202469,0.0185684,0.0357074,0.243681,0.0956681,0.1474048,0.4548549,0.0352824,4.1e-6,TRUE,0,0.0220298470827782,0.179595975143901,rs4656898,0.0032947,0.005866,0.6135783,0.839,0.4871095543624161,0.10920881569230771,0.16336723166542197,0.553282517704918,FALSE
PFKM,T2D_GSMR,0.0616871,0.0169604,2.7569e-4,12,0.0029206487583892616,42.84251,42.85513,10,11,5.3e-6,1.15e-5,12,0.0574457,0.0819852,0.0606635,0.0757655,0.065513,0.0212923,0.0266142,0.0487114,0.4011374,1.179e-4,0.0226451,0.148136,0.0382921,8.45e-5,TRUE,0,0.999954090522489,4.1749664808254e-5,rs10875750,4.543e-4,0.0083685,0.9577737,0.001,0.6272791376185458,4.040729792147806e-4,0.03187772663507109,0.2651795223160434,FALSE
PGAP3,T2D_GSMR,0.0528799,0.00951808,2.76443e-8,21,9.251560611307421e-7,29.36671,29.81617,22,23,0.1346859,0.154752,24,0.0716318,0.0590892,0.0610808,0.037043,0.0202309,0.0132188,0.0087407,0.02366,0.0018356,7.8e-6,0,0.1310895,0.1209973,1.275e-4,TRUE,0,0.999525080783761,4.4000733826497e-4,rs2952152,-0.0019257,0.0033187,0.5676318,0.106,0.06485786666666667,3.884295302013422e-5,0,0.24624913670886076,FALSE
PGM1,T2D_GSMR,0.0250288,0.00777952,0.00129417,23,0.01023128887312187,25.39247,25.39549,23,24,0.330372,0.3845311,25,0.0279152,0.0271137,0.0273009,0.0247027,0.013801,0.0096512,0.0070951,0.0168539,0.0548814,0.0049642,1.192e-4,0.1557101,0.1506517,5.48e-5,TRUE,0,0.986429963638099,4.58032855812745e-5,rs142139086,-1.374e-4,0.0026272,0.9587431,0.449,0.256644214084507,0.008380970193401593,4.7039257294429713e-4,0.2712133666666667,FALSE
PGS1,T2D_GSMR,0.0761048,0.0221664,5.96188e-4,3,0.00550877712,7.057868,7.754288,2,3,0.0293362,0.0513724,4,0.1255591,0.0592051,0.0757018,0.0478055,0.1178297,0.0289072,0.0307131,0.0513126,0.3982165,0.0405494,0.0137088,0.4202403,0.0178305,3.14e-5,TRUE,0,0.012325479743002,0.984728105371484,rs12938284,-0.0075546,0.0170059,0.7003153,0.192,0.6266736861081654,0.05039808174204355,0.02105989565217391,0.5214352886287625,FALSE
PHF13,T2D_GSMR,-0.146799,0.0190995,1.51796e-14,6,1.7532438e-12,11.25379,11.33433,5,6,0.0465739,0.0785771,7,-0.1315791,-0.1517292,-0.1420953,-0.1223846,0.0604723,0.0229949,0.0218023,0.0511728,0.081538,0,0,0.0539088,0.026615,1.211e-4,TRUE,0,0.0206218016275115,0.979378198372215,rs11122103,-0.0018315,0.0096818,0.857402,0.185,0.2933803322033898,0,0,0.17391447652173914,FALSE
PHF14,T2D_GSMR,0.0805712,0.0202979,7.20444e-5,8,9.308765517053206e-4,9.009936,9.166001,7,8,0.2519435,0.3284865,9,0.0804136,0.0676725,0.0706233,0.0413316,0.0331636,0.0209216,0.016593,0.0329959,0.0457714,0.0012182,2.08e-5,0.2457165,0.0302133,3.97e-5,TRUE,0,0.293410725672608,0.026745899489625,rs4398795,-0.0012237,0.0035142,0.7379195,0.414,0.23777208391608393,0.0027096329341317364,1.1063512544802867e-4,0.3547367156462585,FALSE
PHIP,T2D_GSMR,0.0494465,0.0142831,5.36383e-4,12,0.005034770458870168,14.25726,14.53718,10,11,0.1615772,0.2046799,12,0.0616358,0.0492039,0.0515928,0.0144146,0.0267638,0.0149507,0.0137033,0.0330529,0.0440324,9.98e-4,1.665e-4,0.6711945,0.0511253,4.77e-5,TRUE,0,0.879511779341343,0.0061085289717401,rs9361459,-0.0016934,0.0038217,0.6671258,0.334,0.23777208391608393,0.0023177339593114243,6.134848635235733e-4,0.741662425912137,FALSE
PHLPP1,T2D_GSMR,0.0473015,0.0124831,1.51099e-4,15,0.0017801357052238808,15.73125,17.32249,13,14,0.2639473,0.2393993,15,0.0138159,0.0447736,0.0426808,0.0045037,0.0275305,0.0140476,0.0112742,0.0347915,0.6241719,0.0014362,1.533e-4,0.8988443,0.0685933,4.63e-5,TRUE,0,0.0731498576376495,0.00845037514178386,rs625090,0.0049548,0.0043208,0.2721652,0.226,0.7631351426688633,0.0031114172262773727,5.716010050251256e-4,0.9236459133564013,FALSE
PIGB,T2D_GSMR,-0.0486969,0.0185175,0.00854387,8,0.04448542758108851,1.176647,1.727438,4,5,0.8819284,0.8854251,6,-0.0681119,-0.050396,-0.0518845,-0.074212,0.030394,0.0242029,0.0211118,0.0346729,0.0885273,0.037321,0.0139864,0.0852799,0.0186647,1.78e-5,TRUE,0,0.00229861435717861,0.00109638298507512,rs574923,0.003267,0.0044021,0.4992085,0.916,0.30262099,0.04697571162001696,0.021419832404540762,0.20409612109500805,FALSE
PHLPP2,T2D_GSMR,-0.0319773,0.0106045,0.0025661,19,0.017409407664756446,36.68918,38.06992,19,20,0.0086758,0.008683,21,-0.0153807,-0.032328,-0.0300442,-0.0272007,0.0206028,0.0110104,0.0110455,0.0190238,0.4644827,0.0033234,0.0065275,0.1682037,0.1054581,7.09e-5,TRUE,0,0.132843668406376,0.00719198222114453,rs7206470,-0.0030226,0.0035746,0.4082994,0.011,0.6769378865554465,0.0060738,0.011559439140811456,0.28109717432432435,FALSE
PIGP,T2D_GSMR,-0.0234434,0.00451918,2.13092e-7,47,5.799409e-6,64.86439,66.52054,51,52,0.0918073,0.0848014,53,-0.0188167,-0.0234695,-0.0237715,-0.023352,0.006039,0.0055404,0.0042093,0.0099125,0.0030094,2.27e-5,0,0.0222876,0.3982306,1.468e-4,TRUE,0,0.87538626763741,0.0198569759004243,rs1473807,-0.0017477,0.0015316,0.25915,0.086,0.08022972631578948,9.849941520467836e-5,0,0.1368983867768595,FALSE
PIGV,T2D_GSMR,-0.0462612,0.0125846,2.36911e-4,12,0.002573146881880734,29.72304,45.84456,10,11,9.507e-4,3.4e-6,12,-0.0868726,-0.054528,-0.0400059,-0.0152673,0.0285774,0.014334,0.0240267,0.039652,0.0124646,1.423e-4,0.0958999,0.7075535,0.0520214,8.28e-5,TRUE,0,0.900647626555093,0.0683960691638039,rs34889971,0.0083885,0.0036019,0.042127,0.006,0.14617166299212597,4.651392070484581e-4,0.11135035621579359,0.7727598584253128,FALSE
PIGW,T2D_GSMR,0.0659006,0.0152232,1.49813e-5,6,2.4936360685413005e-4,6.359239,6.441318,3,4,0.0953822,0.1685256,5,-0.0041014,0.0052892,0.0072735,0.0442864,0.0634603,0.0236847,0.0228235,0.0443653,0.9525349,0.823289,0.7499662,0.3746656,0.0474428,4.48e-5,TRUE,0,0.501214342567096,0.496353670246094,rs1483544,0.0027055,0.0137489,0.8565788,0.239,0.9762167069060774,0.8283124583050847,0.7555667622539037,0.47766645223367693,FALSE
PIK3C2A,T2D_GSMR,-0.0674498,0.00699926,5.59513e-22,19,2.3039772273913045e-19,91.31159,91.41192,27,28,0,0,29,-0.0678466,-0.0741441,-0.0651969,-0.0772573,0.0179214,0.0075935,0.0090324,0.0129012,7.779e-4,0,0,1.9e-6,0.2246349,3.491e-4,TRUE,0,1,3.18535206875048e-50,rs17560341,7.531e-4,0.0043726,0.8645361,<0.001,0.044008844444444445,0,0,0.0014098000000000001,FALSE
PIK3C3,T2D_GSMR,-0.0459256,0.0117712,9.55874e-5,5,0.001195915806340819,7.253561,8.339859,4,5,0.1230802,0.1384733,6,-0.0568474,-0.0465567,-0.0403268,-0.033711,0.0255319,0.0115615,0.013436,0.0223068,0.0899572,5.65e-5,0.0026873,0.1911242,0.0655186,3.13e-5,TRUE,0,0.999981047527204,9.33964145220887e-6,rs12961563,0.0046326,0.0059854,0.4821445,0.306,0.3027131174603175,2.1665633074935398e-4,0.005569767039106146,0.2994089626975764,FALSE
PIK3IP1,T2D_GSMR,0.0386992,0.00722811,8.60379e-8,34,2.5786865534810124e-6,64.92516,65.09433,37,38,0.0030549,0.0040272,39,0.0494226,0.0461072,0.0462102,0.0636918,0.0130217,0.0094249,0.0078129,0.0225267,5.299e-4,1e-6,0,0.0074466,0.1756879,1.694e-4,TRUE,0,0.975043233317941,0.0244806049503722,rs4820963,-6.712e-4,0.0021617,0.7579228,0.01,0.03744626666666667,6.776255707762557e-6,0,0.09057995409836066,FALSE
PIK3R3,T2D_GSMR,0.0635856,0.0121096,1.5139e-7,23,4.267305625e-6,47.60108,47.62476,19,20,2.928e-4,4.801e-4,21,0.0715847,0.0882933,0.0747244,0.1283027,0.0355384,0.0143384,0.0144678,0.039692,0.0583568,0,2e-7,0.0041749,0.0810849,1.477e-4,TRUE,0,0.910311837595592,0.0896233460446495,rs785494,5.72e-4,0.0058825,0.9235617,0.002,0.256644214084507,0,2.104964539007092e-6,0.07375656666666666,FALSE
PILRB,T2D_GSMR,0.0113398,0.00403871,0.00498844,38,0.0291638982962963,113.7719,113.9119,45,46,1e-7,1e-7,47,0.0121272,0.0129067,0.0138683,0.0246759,0.0091579,0.0057656,0.0053392,0.0112994,0.1921152,0.025183,0.0093918,0.0341111,0.5419938,1.744e-4,TRUE,0,0.99996886243755,6.40463873119519e-7,rs6955367,7.162e-4,0.0030439,0.8150593,<0.001,0.4298099813253012,0.033367475,0.01543458604651163,0.14957581828908556,FALSE
PION,T2D_GSMR,0.0246012,0.00548593,7.3113e-6,27,1.3431933720930232e-4,92.61133,96.30034,28,29,0,0,30,0.0427225,0.0310386,0.0266644,0.012469,0.0174712,0.0075528,0.0086219,0.0128917,0.0210191,3.96e-5,0.0019839,0.3414377,0.2714379,1.746e-4,TRUE,0,0.999149052829813,5.0633581326375e-4,rs1181898,-0.0048885,0.0046289,0.2999538,<0.001,0.16581044421052632,1.5969130434782607e-4,0.004361640888888888,0.44681970617283956,FALSE
PIM3,T2D_GSMR,0.0424061,0.00812079,1.77077e-7,22,4.932636079411764e-6,39.95376,40.45792,21,22,0.0075337,0.0095537,23,0.048026,0.0612714,0.0410995,0.027606,0.0163117,0.0102911,0.0090654,0.0263123,0.0077461,0,5.8e-6,0.3054909,0.1663944,1.063e-4,TRUE,0,0.00641201017998399,0.99358797105815,rs137845,-0.0015872,0.0030833,0.6120871,0.012,0.12632101538461538,0,3.859730941704036e-5,0.4126284239782016,FALSE
PITPNC1,T2D_GSMR,0.0701172,0.013723,3.23066e-7,15,8.383132397260275e-6,19.81841,19.94792,14,15,0.1359712,0.1739396,16,0.0588015,0.069664,0.0660074,0.08314,0.0272874,0.0146293,0.0128966,0.026538,0.0490676,1.9e-6,3e-7,0.006842,0.0566832,7.29e-5,TRUE,0,0.0659394731616273,0.58336913555696,rs7210770,9.655e-4,0.0031919,0.7667409,0.275,0.243532837458194,1.1847058823529412e-5,3.008108108108108e-6,0.08847091826086956,FALSE
PJA2,T2D_GSMR,-0.0296145,0.00689644,1.75351e-5,29,2.85843256626506e-4,23.68702,23.91988,27,28,0.6476149,0.6857574,29,-0.0228836,-0.0199227,-0.0260964,-0.023713,0.0087039,0.0076754,0.0056063,0.0137721,0.0139569,0.0094414,3.2e-6,0.0961355,0.1854128,6.06e-5,TRUE,0,0.142315887692576,0.00615947270804753,rs400277,-9.581e-4,0.0019855,0.6332976,0.692,0.15008724347826086,0.014356331557377049,2.3393103448275863e-5,0.2149381795180723,FALSE
PKD1P1,T2D_GSMR,-0.0112511,0.00331761,6.95555e-4,34,0.006279886944709248,93.79057,93.89857,42,43,8e-6,1.18e-5,44,-0.0130761,-0.0121493,-0.0116339,-0.0030571,0.0076712,0.0049103,0.0039362,0.0112764,0.0956643,0.0133515,0.0031207,0.7876046,1.190969,1.631e-4,TRUE,NA,0.999992633976107,6.25027462374669e-8,rs3198697,6.767e-4,0.0030769,0.8270023,<0.001,0.304523252173913,0.019236530097087378,0.006283743283582091,0.8384542513629841,FALSE
